Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Label
443,142,2,12,6,6,6.0,0.0,0,0,0.0,0.0,84507.04225,14084.50704,142.0,0.0,142,142,142,142.0,0.0,142,142,0,0.0,0.0,0,0,40,0,14084.50704,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,64209,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,59512606,13,1344,430,0,103.3846154,186.2066676,1770,0,483.8181818,826.0684982,112.0098824,0.403275904,2587504.609,4172966.125,10000000,48,54400000,4535295.667,4934739.709,10000000,5966,59500000,5947347.2,4565611.482,10000000,929,272,292,0.218441115,0.184834789,0,1770,266.64,583.6799123,340682.24,0,1,0,277.75,1344,8192,1013,12,20,884206.0,4265479,38749,10000000.0,10000000,9996731,Normal Traffic
22,1282338,41,2664,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7500.362619,66.28517598,15265.92857,104678.5792,953909,0,1282338,32058.45,159333.9891,995976,1,328320,7635.348837,20393.41037,113578,1,1328,1424,31.97284959,34.31232639,0,976,111.8372093,239.6868477,57449.78495,0,1,0,113.1529412,2664,29200,243,24,32,0.0,0,0,0.0,0,0,Normal Traffic
443,385242,10,855,597,0,85.5,186.7156185814,405,0,135.75,190.9247233859,3628.8878159702,36.3407935791,29634.0,51145.7805786558,120021,1,385242,42804.6666666667,59476.6171575015,125362,1,248273,82757.6666666667,65352.5868603021,120497,7295,332,136,25.9577096994,10.3830838797,0,597,93.2,177.2089968693,31403.0285714286,0,1,0,99.8571428571,855,65535,244,5,32,0.0,0,0,0.0,0,0,Normal Traffic
80,89017819,12,484,424,0,40.33333333,120.835977,1806,0,151.5,521.0375139,25.85999102,0.269608942,3870339.957,4910738.382,10100000,36,80400000,7311882.182,4680010.589,10100000,332,89000000,8089129.818,4015009.639,10100000,901,252,348,0.134804471,0.134804471,0,1806,92.08,366.8489607,134578.16,0,1,0,95.91666667,484,8192,946,11,20,41735.0,75547,36746,10000000.0,10100000,9999314,Normal Traffic
80,100298700,7,350,350,0,50.0,132.2875656,4344,0,1932.5,1754.831473,119.0942654,0.129612846,8358225.0,28900000.0,100000000,3,100000000,16700000.0,40900000.0,100000000,3,18403,3680.6,5627.082086,12926,13,232,200,0.069791533,0.059821314,0,4344,853.2142857,1460.646863,2133489.258,0,0,1,918.8461538,350,274,235,1,32,1000.0,1000,1000,100000000.0,100000000,100000000,DoS
443,5116311,5,135,46,6,27.0,20.1246117975,46,6,26.0,28.2842712475,36.5497718962,1.3681732795,852718.5,1854375.59030168,4632312,4,5116311,1279077.75,2241167.88732101,4632312,4,4789552,4789552.0,0.0,4789552,4789552,100,40,0.9772666282,0.3909066513,6,46,29.125,19.8093592598,392.4107142857,0,0,1,33.2857142857,135,253,360,4,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5116331,7,599,517,0,85.57142857,191.3085267,141,0,35.25,70.5,144.6348956,2.149978178,511633.1,1577023.29,4999611,49,5116331,852721.8333,2060609.92,5058881,49,97064,32354.66667,39741.83998,76792,216,232,136,1.368167931,0.781810246,0,517,61.66666667,149.2705496,22281.69697,0,1,0,67.27272727,599,29200,31,3,32,0.0,0,0,0.0,0,0,Normal Traffic
53,2653219,6,222,37,37,37.0,0.0,177,177,177.0,0.0,217.0947818,3.015205303,379031.2857,664068.5417,1628205,3,1025011,205002.2,444520.5691,999948,3,3,3.0,0.0,3,3,144,40,2.261403978,0.753801326,37,177,68.11111111,61.73419726,3811.111111,0,0,0,76.625,222,-1,-1,5,20,0.0,0,0,0.0,0,0,Normal Traffic
443,246086,13,766,421,0,58.9230769231,118.2303271433,1448,0,656.8888888889,681.1412196535,27136.8545955479,89.399640776,11718.380952381,20913.6213350921,76829,1,246086,20507.1666666667,24953.4952072972,76829,1,210462,26307.75,40992.9998231405,100028,49,428,296,52.8270604585,36.5725803175,0,1448,290.347826087,516.5042997881,266776.691699605,0,1,0,303.5454545455,766,65535,33,6,32,0.0,0,0,0.0,0,0,Normal Traffic
443,11733346,10,5097,1510,0,509.7,707.8315948491,766,0,180.5,268.1348126928,588.238001334,1.7045436144,617544.526315789,1701584.19185264,5458923,1,11477850,1275316.66666667,2363811.41126804,5458923,178,11718357,1302039.66666667,2368575.81509939,5476648,1,328,328,0.8522718072,0.8522718072,0,1510,328.6666666667,539.0539243279,290579.133333333,0,1,0,345.1,5097,29200,77,5,32,299032.5,319543,278522,5439892.5,5458923,5420862,Normal Traffic
2366,185,1,0,0,0,0.0,0.0,6,6,6.0,0.0,32432.43243,10810.81081,185.0,0.0,185,185,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,5405.405405,5405.405405,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
80,6611251,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.630175288,0.605029215,2203750.333,3816527.766,6610697,262,6611251,2203750.333,3816527.766,6610697,262,0,0.0,0.0,0,0,80,0,0.605029215,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,554.0,554,554,6610697.0,6610697,6610697,DDoS
56755,61,2,37,37,0,18.5,26.1629509039,0,0,0.0,0.0,606557.37704918,49180.3278688525,30.5,38.8908729653,58,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,32,32786.8852459016,16393.4426229508,0,37,9.25,18.5,342.25,0,0,1,12.3333333333,37,117,33304,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,1994953,7,1630,1062,0,232.8571429,411.9419168,961,0,183.0,385.0599953,1367.450762,6.516444247,166246.0833,562427.6487,1951845,50,43108,7184.666667,16611.85032,41087,161,1994677,398935.4,889923.1067,1990878,453,232,200,3.508854595,3.007589652,0,1062,194.8571429,372.9769754,139111.8242,0,1,0,209.8461538,1630,29200,8,3,32,0.0,0,0,0.0,0,0,Normal Traffic
53,1913436,1,48,48,48,48.0,0.0,187,187,187.0,0.0,122.8157095,1.045240081,1913436.0,0.0,1913436,1913436,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,0.522620041,0.522620041,48,187,94.33333333,80.25168742,6440.333333,0,0,0,141.5,48,-1,-1,0,40,0.0,0,0,0.0,0,0,Normal Traffic
53,23384,1,49,49,49,49.0,0.0,177,177,177.0,0.0,9664.728019,85.52856654,23384.0,0.0,23384,23384,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,42.76428327,42.76428327,49,177,91.66666667,73.90083446,5461.333333,0,0,0,137.5,49,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,98479632,7,344,320,0,49.14285714,119.4702593,5792,0,1932.5,2181.008184,121.2331906,0.132006992,8206636.0,28400000.0,98400000,2,98500000,16400000.0,40200000.0,98400000,2,37504,7500.8,11867.5981,27308,10,184,200,0.071080688,0.060926304,0,5792,853.2142857,1666.462314,2777096.643,1,0,0,918.8461538,344,0,235,4,20,12813.0,12813,12813,98400000.0,98400000,98400000,DoS
53,84150400,3,222,88,52,74.0,19.28730152,170,130,155.3333333,22.03028219,8.175837548,0.071300909,16800000.0,32700000.0,74900000,402,84100000,42100000.0,46500000.0,75000000,9195385,84100000,42100000.0,46500000.0,74900000,9195016,72,96,0.035650454,0.035650454,52,170,110.8571429,45.17900903,2041.142857,0,0,0,129.3333333,222,-1,-1,2,20,30527.5,30712,30343,42000000.0,74900000,9164673,Normal Traffic
80,67822,3,26,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,171522.5148,117.9558255,9688.857143,25035.05779,66461,81,870,435.0,476.5899705,772,98,67741,16935.25,33018.87742,66461,188,72,112,44.23343458,73.72239096,0,7300,1292.555556,2662.264877,7087654.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,181,2,66,33,33,33.0,0.0,93,93,93.0,0.0,1392265.19337017,22099.4475138122,60.3333333333,102.7683479158,179,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,11049.7237569061,11049.7237569061,33,93,57.0,32.8633534503,1080.0,0,0,0,71.25,66,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,98401686,5,368,356,0,73.6,157.8949018,4344,0,1656.428571,1760.597234,121.5731202,0.12194913,8945607.818,29600000.0,98300000,5,98400000,24600000.0,49200000.0,98300000,5,98400000,16400000.0,40100000.0,98400000,14,144,232,0.050812138,0.071136993,0,4344,920.6923077,1497.541952,2242631.897,1,0,0,997.4166667,368,0,235,2,20,13986.0,13986,13986,98300000.0,98300000,98300000,DoS
80,17996087,4,210,198,0,52.5,97.0412283517,1527,0,384.75,761.5052527724,97.1877942133,0.4445410827,2570869.57142857,6775092.46013464,17935302,42,60785,20261.6666666667,17511.2309770996,31151,62,17966625,5988875.0,10345956.6332832,17935344,558,92,92,0.2222705414,0.2222705414,0,1527,194.3333333333,503.8834190564,253898.5,0,1,0,218.625,210,8192,946,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,92097,2,64,32,32,32.0,0.0,112,112,112.0,0.0,3127.137692,43.43246794,30699.0,53159.23755,92082,3,12,12.0,0.0,12,12,3,3.0,0.0,3,3,64,64,21.71623397,21.71623397,32,112,64.0,43.8178046,1920.0,0,0,0,80.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
4444,55,1,2,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,49614,1,41,41,41,41.0,0.0,139,139,139.0,0.0,3628.008223,40.31120248,49614.0,0.0,49614,49614,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,20.15560124,20.15560124,41,139,73.66666667,56.58032638,3201.333333,0,0,0,110.5,41,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,115911518,16,439,439,0,27.4375,109.75,796,0,56.85714286,212.7399486,10.65467886,0.25881811,3996948.897,4973199.993,10200000,37,116000000,7727434.533,4351350.737,10200000,37,112000000,8651120.462,3834307.191,10200000,783,520,456,0.138036325,0.120781785,0,796,39.83870968,160.9488732,25904.53978,0,1,0,41.16666667,439,29200,285,1,32,25827.72727,48728,23397,10200000.0,10200000,10000000,Normal Traffic
53,73077,1,56,56,56,56.0,0.0,109,109,109.0,0.0,2257.89236,27.36839224,73077.0,0.0,73077,73077,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,13.68419612,13.68419612,56,109,73.66666667,30.59956427,936.3333333,0,0,0,110.5,56,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,14472641,36,13822,869,0,383.9444444,411.8620396,741,0,205.6578947,240.9910031,1495.027756,5.113095806,198255.3562,708966.8327,5704299,1,14500000,413504.0286,990072.4987,5704299,4,8529159,230517.8108,436816.5969,2294638,1,732,768,2.487452014,2.625643792,0,869,288.4933333,344.0196558,118349.5236,0,1,0,292.3918919,13822,8192,18053,35,20,8768338.0,8768338,8768338,5704299.0,5704299,5704299,Normal Traffic
53,47811,2,84,42,42,42.0,0.0,207,207,207.0,0.0,10416.01305,83.66275543,15937.0,27559.53481,47760,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,64,64,41.83137772,41.83137772,42,207,108.0,90.37422199,8167.5,0,0,0,135.0,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,81638832,8,56,20,0,7.0,5.656854249,7300,0,2900.25,3563.297197,142.7874421,0.146988874,7421712.0,23300000.0,77600000,1,81600000,11700000.0,29100000.0,77600000,1,37076,12358.66667,12595.03356,25339,188,172,92,0.097992583,0.048996291,0,7300,897.1538462,2259.686698,5106183.974,0,0,1,971.9166667,56,256,229,6,20,4005905.0,4005905,4005905,77600000.0,77600000,77600000,DDoS
443,65150986,22,1775,569,0,80.6818181818,172.9030519336,1661,0,488.3684210526,641.086942494,169.6674245268,0.6293074367,1628774.65,3566461.02149201,10110407,9,65150986,3102427.9047619,4576751.12450791,10240013,143,64961613,3608978.5,4779066.76169913,10299779,52,712,616,0.3376771612,0.2916302756,0,1661,263.1904761905,488.680215558,238808.353077816,0,1,0,269.6097560976,1775,29200,122,5,32,883697.666666667,4354898,189088,9974772.16666667,10110407,9535183,Normal Traffic
53,47327,1,47,47,47,47.0,0.0,111,111,111.0,0.0,3338.4748663554,42.2591755235,47327.0,0.0,47327,47327,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,21.1295877617,21.1295877617,47,111,68.3333333333,36.9504172281,1365.3333333333,0,0,0,102.5,47,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,99768847,5,349,337,0,69.8,149.3994645,4344,0,1449.375,1547.981999,119.7167288,0.130301195,8314070.583,28800000.0,99700000,16,99700000,24900000.0,49800000.0,99700000,997,99800000,14300000.0,37700000.0,99700000,16,144,264,0.050115844,0.080185351,0,4344,853.5714286,1344.296769,1807133.802,1,0,0,919.2307692,349,0,235,2,20,13017.0,13017,13017,99700000.0,99700000,99700000,DoS
53,165789,1,45,45,45,45.0,0.0,136,136,136.0,0.0,1091.749151,12.06352653,165789.0,0.0,165789,165789,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,6.031763265,6.031763265,45,136,75.33333333,52.5388745,2760.333333,0,0,0,113.0,45,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,1754412,3,26,20,0,8.666666667,10.26320288,11595,0,3867.0,6692.644993,6627.291651,3.419949248,350882.4,778526.9019,1743538,104,10770,5385.0,5316.028781,9144,1626,1754291,877145.5,1225264.024,1743538,10753,72,72,1.709974624,1.709974624,0,11595,1661.0,4380.487987,19200000.0,0,1,0,1937.833333,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,220474,13,1337,821,0,102.8461538462,230.1173056486,1400,0,517.1666666667,641.5385932792,20138.4290211091,86.1779620273,12248.5555555556,18730.140752658,58994,1,220474,18372.8333333333,20566.7504253979,58994,1,178323,35664.6,39459.3228819249,95373,4,428,200,58.9638687555,27.2140932718,0,1400,222.0,426.1146374047,181573.684210526,0,1,0,233.6842105263,1337,65535,13957,6,32,0.0,0,0,0.0,0,0,Normal Traffic
123,176,2,96,48,48,48.0,0.0,48,48,48.0,0.0,1090909.091,22727.27273,58.66666667,61.07645482,124,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,40,40,11363.63636,11363.63636,48,48,48.0,0.0,0.0,0,0,0,60.0,96,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,24818,2,68,34,34,34.0,0.0,211,211,211.0,0.0,19743.73439,161.1733419,8272.666667,14244.67453,24721,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,88,40,80.58667096,80.58667096,34,211,104.8,96.94689268,9398.7,0,0,0,131.0,68,-1,-1,1,44,0.0,0,0,0.0,0,0,Normal Traffic
443,3259295,6,877,517,0,146.1666667,226.3505394,1460,0,451.0,589.3267345,1237.690973,3.988592625,271607.9167,852624.6677,2977836,1,281454,56290.8,14496.71726,77831,38581,3207839,534639.8333,1207510.564,2997188,1,132,152,1.840888904,2.147703721,0,1460,288.1428571,458.226994,209971.978,0,1,0,310.3076923,877,8192,17,5,20,0.0,0,0,0.0,0,0,Normal Traffic
52973,188,2,12,6,6,6.0,0.0,0,0,0.0,0.0,63829.78723,10638.29787,188.0,0.0,188,188,188,188.0,0.0,188,188,0,0.0,0.0,0,0,40,0,10638.29787,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,146,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,85560083,7,353,347,0,50.42857143,130.794823,5792,0,1932.5,2179.547086,139.6445583,0.151940012,7130006.917,24700000.0,85400000,1,85400000,14200000.0,34900000.0,85400000,1,133475,26695.0,52536.43893,120141,51,220,200,0.081813852,0.070126159,0,5792,853.4285714,1666.02118,2775626.571,0,0,1,919.0769231,353,274,235,2,20,1941.0,1941,1941,85400000.0,85400000,85400000,DoS
34766,79,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37974.68354,39.5,10.60660172,47,32,0,0.0,0.0,0,0,47,47.0,0.0,47,47,32,64,12658.22785,25316.4557,0,0,0.0,0.0,0.0,0,0,1,0.0,0,243,290,0,32,0.0,0,0,0.0,0,0,Normal Traffic
2608,91,2,4,2,2,2.0,0.0,6,6,6.0,0.0,175824.1758,43956.04396,30.33333333,24.00694344,48,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,48,40,21978.02198,21978.02198,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,57457,3,26,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,202360.0258,156.6388778,7182.125,14790.40603,41421,19,15249,7624.5,10755.80125,15230,19,57323,11464.6,17963.45279,41421,47,72,132,52.21295926,104.4259185,0,5840,1162.7,1911.59573,3654198.233,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,5486101,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.093672902,1097220.2,2416417.442,5419738,52,5486101,1828700.333,3109929.861,5419738,32870,32892,32892.0,0.0,32892,32892,136,80,0.729115268,0.364557634,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Normal Traffic
50076,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,4736,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,183,2,76,38,38,38.0,0.0,166,166,166.0,0.0,2229508.19672131,21857.9234972678,61.0,98.7268960314,175,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,10928.9617486339,10928.9617486339,38,166,89.2,70.1084873607,4915.2,0,0,0,111.5,76,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,98375685,5,393,381,0,78.6,169.0733569,5792,0,1656.428571,2119.480114,121.8593802,0.121981362,8943244.091,29700000.0,98300000,2,98400000,24600000.0,49200000.0,98300000,2,98400000,16400000.0,40200000.0,98400000,51,144,232,0.050825567,0.071155794,0,5792,922.6153846,1713.643416,2936573.756,1,0,0,999.5,393,0,235,2,20,13992.0,13992,13992,98300000.0,98300000,98300000,DoS
55948,73,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,13698.63014,13698.63014,0,0,0.0,0.0,0.0,0,0,1,0.0,0,939,256,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,52497,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57.1461226356,26248.5,37119.5704783878,52496,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,64,44,38.0974150904,19.0487075452,0,0,0.0,0.0,0.0,0,0,1,0.0,0,32832,179,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30619,1,50,50,50,50.0,0.0,66,66,66.0,0.0,3788.497338,65.31891963,30619.0,0.0,30619,30619,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.65945981,32.65945981,50,66,55.33333333,9.237604307,85.33333333,0,0,0,83.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23800,2,78,39,39,39.0,0.0,92,92,92.0,0.0,11008.40336,168.0672269,7933.333333,13734.87424,23793,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,40,84.03361345,84.03361345,39,92,60.2,29.02929555,842.7,0,0,0,75.25,78,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,1175440,7,517,193,0,73.85714286,88.92773953,1989,0,586.1111111,805.7405669,4927.516504,13.61192405,78362.66667,176214.7659,662220,0,1149603,191600.5,247412.9796,662220,26090,1148271,143533.875,243969.8451,688097,4,152,192,5.95521677,7.656707276,0,1989,340.7058824,632.3440287,399858.9706,0,1,0,362.0,517,8192,290,6,20,0.0,0,0,0.0,0,0,Normal Traffic
53,135,2,78,39,39,39.0,0.0,55,55,55.0,0.0,1392592.59259259,29629.6296296296,45.0,72.7461339179,129,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,14814.8148148148,14814.8148148148,39,55,45.4,8.7635609201,76.8,0,0,0,56.75,78,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,257,2,72,36,36,36.0,0.0,133,133,133.0,0.0,1315175.09727626,15564.2023346303,85.6666666667,145.7818004188,254,1,2,2.0,0.0,2,2,1,1.0,0.0,1,1,40,40,7782.1011673152,7782.1011673152,36,133,74.8,53.129088078,2822.7,0,0,0,93.5,72,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,2689803,10,502,196,0,50.2,82.6583329133,1448,0,513.2,659.1924015204,2094.5771865077,7.43548877,141568.578947368,452157.500926676,1964654,3,2666674,296297.111111111,639363.351758889,1964654,3,2657928,295325.333333333,651431.749982682,1987841,4,328,328,3.717744385,3.717744385,0,1448,268.2857142857,505.9508022384,255986.214285714,0,1,0,281.7,502,29200,287,3,32,0.0,0,0,0.0,0,0,Normal Traffic
80,85013296,6,311,311,0,51.83333333,126.9652183,4344,0,1932.5,1754.831473,140.0486813,0.141154391,7728481.455,25600000.0,84900000,1,84900000,17000000.0,38000000.0,84900000,1,149622,29924.4,59255.49118,135379,48,200,200,0.070577195,0.070577195,0,4344,915.8461538,1499.921156,2249763.474,0,0,1,992.1666667,311,274,235,1,32,4.0,4,4,84900000.0,84900000,84900000,DoS
80,85039864,6,382,382,0,63.66666667,155.950847,4344,0,1932.5,1754.831473,140.8398301,0.141110292,7730896.727,25600000.0,84900000,1,84900000,17000000.0,38000000.0,84900000,1,154253,30850.6,61259.17919,139895,13,200,200,0.070555146,0.070555146,0,4344,921.3076923,1497.662812,2242993.897,0,0,1,998.0833333,382,251,235,1,32,5.0,5,5,84900000.0,84900000,84900000,DoS
9071,28,1,0,0,0,0.0,0.0,6,6,6.0,0.0,214285.7143,71428.57143,28.0,0.0,28,28,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,35714.28571,35714.28571,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
80,50032,3,26,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,232391.2696,179.8848737,6254.0,14623.81982,42030,68,7044,3522.0,4391.133111,6627,417,49947,9989.4,18152.62564,42030,68,72,132,59.96162456,119.9232491,0,2920,1162.7,1494.366611,2233131.567,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,30945,1,52,52,52,52.0,0.0,68,68,68.0,0.0,3877.8477944741,64.6307965746,30945.0,0.0,30945,30945,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,32.3153982873,32.3153982873,52,68,57.3333333333,9.237604307,85.3333333333,0,0,0,86.0,52,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
46666,496,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6048.387097,248.0,349.3107499,495,1,496,248.0,349.3107499,495,1,0,0.0,0.0,0,0,60,0,6048.387097,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,5249,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,409867,1,52,52,52,52.0,0.0,137,137,137.0,0.0,461.1251943,4.879631685,409867.0,0.0,409867,409867,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2.439815843,2.439815843,52,137,80.33333333,49.07477288,2408.333333,0,0,0,120.5,52,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,5820959,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.687171993,1940319.667,3340341.518,5797390,46,5820959,2910479.5,4082707.982,5797390,23569,0,0.0,0.0,0,0,104,40,0.515378995,0.171792998,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,65535,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,223,2,64,32,32,32.0,0.0,102,102,102.0,0.0,1201793.722,17937.21973,74.33333333,87.78572397,172,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,80,80,8968.609865,8968.609865,32,102,60.0,38.34057903,1470.0,0,0,0,75.0,64,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
53,59989,1,50,50,50,50.0,0.0,66,66,66.0,0.0,1933.687843,33.33944557,59989.0,0.0,59989,59989,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,16.66972278,16.66972278,50,66,55.33333333,9.237604307,85.33333333,0,0,0,83.0,50,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
2107,20,1,0,0,0,0.0,0.0,6,6,6.0,0.0,300000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,50000.0,50000.0,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
53,30571,1,43,43,43,43.0,0.0,59,59,59.0,0.0,3336.495371,65.42147787,30571.0,0.0,30571,30571,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.71073894,32.71073894,43,59,48.33333333,9.237604307,85.33333333,0,0,0,72.5,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,7079,3,18,6,6,6.0,0.0,0,0,0.0,0.0,2542.7320242972,565.0515609549,2359.6666666667,4031.7412284686,7015,3,7079,3539.5,5001.3662633325,7076,3,0,0.0,0.0,0,0,60,44,423.7886707162,141.2628902387,0,6,4.8,2.683281573,7.2,1,0,0,6.0,18,0,978,2,20,0.0,0,0,0.0,0,0,Normal Traffic
6297,13814,15,20514,2896,0,1367.6,1152.338232,0,0,0.0,0.0,1485015.202,1520.196902,690.7,2476.232242,10962,1,13814,986.7142857,2940.837255,10962,2,11173,2234.6,4993.363426,11167,1,496,208,1085.85493,434.3419719,0,2896,932.4545455,1144.696705,1310330.545,0,1,0,976.8571429,20514,29200,362,10,32,0.0,0,0,0.0,0,0,Normal Traffic
36950,1,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3000000.0,0.5,0.707106781,1,0,1,0.5,0.707106781,1,0,0,0.0,0.0,0,0,96,0,3000000.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,395,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
